k: 1 ,beta: 0.0 -----> mean: 0.7943 ,std: 0.0042 ,maximum accuracy: 0.8
k: 1 ,beta: 0.1 -----> mean: 0.7996 ,std: 0.0037 ,maximum accuracy: 0.807
k: 1 ,beta: 0.2 -----> mean: 0.7972 ,std: 0.0032 ,maximum accuracy: 0.802
k: 1 ,beta: 0.3 -----> mean: 0.7976 ,std: 0.0023 ,maximum accuracy: 0.8
k: 1 ,beta: 0.4 -----> mean: 0.7985 ,std: 0.0036 ,maximum accuracy: 0.807
k: 1 ,beta: 0.5 -----> mean: 0.799 ,std: 0.0049 ,maximum accuracy: 0.809
k: 1 ,beta: 0.6 -----> mean: 0.7989 ,std: 0.009 ,maximum accuracy: 0.814
k: 1 ,beta: 0.7 -----> mean: 0.7996 ,std: 0.0044 ,maximum accuracy: 0.811
k: 1 ,beta: 0.8 -----> mean: 0.7971 ,std: 0.0063 ,maximum accuracy: 0.811
k: 1 ,beta: 0.9 -----> mean: 0.7959 ,std: 0.0073 ,maximum accuracy: 0.808
k: 1 ,beta: 1.0 -----> mean: 0.8018 ,std: 0.0052 ,maximum accuracy: 0.812
k: 2 ,beta: 0.0 -----> mean: 0.795 ,std: 0.0044 ,maximum accuracy: 0.805
k: 2 ,beta: 0.1 -----> mean: 0.8023 ,std: 0.004 ,maximum accuracy: 0.809
k: 2 ,beta: 0.2 -----> mean: 0.8044 ,std: 0.0027 ,maximum accuracy: 0.808
k: 2 ,beta: 0.3 -----> mean: 0.804 ,std: 0.004 ,maximum accuracy: 0.811
k: 2 ,beta: 0.4 -----> mean: 0.8081 ,std: 0.0038 ,maximum accuracy: 0.815
k: 2 ,beta: 0.5 -----> mean: 0.8057 ,std: 0.0045 ,maximum accuracy: 0.81
k: 2 ,beta: 0.6 -----> mean: 0.8064 ,std: 0.0037 ,maximum accuracy: 0.81
k: 2 ,beta: 0.7 -----> mean: 0.8021 ,std: 0.0035 ,maximum accuracy: 0.809
k: 2 ,beta: 0.8 -----> mean: 0.8052 ,std: 0.0037 ,maximum accuracy: 0.812
k: 2 ,beta: 0.9 -----> mean: 0.8022 ,std: 0.0042 ,maximum accuracy: 0.809
k: 2 ,beta: 1.0 -----> mean: 0.8065 ,std: 0.0042 ,maximum accuracy: 0.813
k: 3 ,beta: 0.0 -----> mean: 0.793 ,std: 0.0033 ,maximum accuracy: 0.798
k: 3 ,beta: 0.1 -----> mean: 0.8077 ,std: 0.0029 ,maximum accuracy: 0.813
k: 3 ,beta: 0.2 -----> mean: 0.8119 ,std: 0.0045 ,maximum accuracy: 0.82
k: 3 ,beta: 0.3 -----> mean: 0.8145 ,std: 0.0052 ,maximum accuracy: 0.824
k: 3 ,beta: 0.4 -----> mean: 0.8177 ,std: 0.005 ,maximum accuracy: 0.824
k: 3 ,beta: 0.5 -----> mean: 0.8169 ,std: 0.0031 ,maximum accuracy: 0.823
k: 3 ,beta: 0.6 -----> mean: 0.8175 ,std: 0.0054 ,maximum accuracy: 0.825
k: 3 ,beta: 0.7 -----> mean: 0.8108 ,std: 0.0052 ,maximum accuracy: 0.82
k: 3 ,beta: 0.8 -----> mean: 0.8112 ,std: 0.0034 ,maximum accuracy: 0.817
k: 3 ,beta: 0.9 -----> mean: 0.8162 ,std: 0.003 ,maximum accuracy: 0.823
k: 3 ,beta: 1.0 -----> mean: 0.8166 ,std: 0.0041 ,maximum accuracy: 0.824
k: 4 ,beta: 0.0 -----> mean: 0.7925 ,std: 0.0044 ,maximum accuracy: 0.798
k: 4 ,beta: 0.1 -----> mean: 0.8122 ,std: 0.004 ,maximum accuracy: 0.817
k: 4 ,beta: 0.2 -----> mean: 0.8174 ,std: 0.0048 ,maximum accuracy: 0.825
k: 4 ,beta: 0.3 -----> mean: 0.8245 ,std: 0.0028 ,maximum accuracy: 0.829
k: 4 ,beta: 0.4 -----> mean: 0.8273 ,std: 0.0029 ,maximum accuracy: 0.833
k: 4 ,beta: 0.5 -----> mean: 0.8256 ,std: 0.0038 ,maximum accuracy: 0.832
k: 4 ,beta: 0.6 -----> mean: 0.8276 ,std: 0.0052 ,maximum accuracy: 0.834
k: 4 ,beta: 0.7 -----> mean: 0.8257 ,std: 0.0069 ,maximum accuracy: 0.839
k: 4 ,beta: 0.8 -----> mean: 0.8288 ,std: 0.006 ,maximum accuracy: 0.84
k: 4 ,beta: 0.9 -----> mean: 0.8315 ,std: 0.0033 ,maximum accuracy: 0.838
k: 4 ,beta: 1.0 -----> mean: 0.8289 ,std: 0.0058 ,maximum accuracy: 0.84
k: 5 ,beta: 0.0 -----> mean: 0.7973 ,std: 0.0038 ,maximum accuracy: 0.804
k: 5 ,beta: 0.1 -----> mean: 0.817 ,std: 0.0073 ,maximum accuracy: 0.834
k: 5 ,beta: 0.2 -----> mean: 0.8249 ,std: 0.0053 ,maximum accuracy: 0.835
k: 5 ,beta: 0.3 -----> mean: 0.8286 ,std: 0.0056 ,maximum accuracy: 0.837
k: 5 ,beta: 0.4 -----> mean: 0.837 ,std: 0.0057 ,maximum accuracy: 0.849
k: 5 ,beta: 0.5 -----> mean: 0.8339 ,std: 0.0042 ,maximum accuracy: 0.84
k: 5 ,beta: 0.6 -----> mean: 0.8304 ,std: 0.0036 ,maximum accuracy: 0.836
k: 5 ,beta: 0.7 -----> mean: 0.8349 ,std: 0.0029 ,maximum accuracy: 0.839
k: 5 ,beta: 0.8 -----> mean: 0.8294 ,std: 0.0031 ,maximum accuracy: 0.834
k: 5 ,beta: 0.9 -----> mean: 0.8311 ,std: 0.0038 ,maximum accuracy: 0.837
k: 5 ,beta: 1.0 -----> mean: 0.8237 ,std: 0.0031 ,maximum accuracy: 0.829
k: 6 ,beta: 0.0 -----> mean: 0.7971 ,std: 0.0038 ,maximum accuracy: 0.803
k: 6 ,beta: 0.1 -----> mean: 0.8188 ,std: 0.0053 ,maximum accuracy: 0.831
k: 6 ,beta: 0.2 -----> mean: 0.8216 ,std: 0.0044 ,maximum accuracy: 0.829
k: 6 ,beta: 0.3 -----> mean: 0.8308 ,std: 0.0066 ,maximum accuracy: 0.845
k: 6 ,beta: 0.4 -----> mean: 0.834 ,std: 0.0037 ,maximum accuracy: 0.842
k: 6 ,beta: 0.5 -----> mean: 0.8365 ,std: 0.0041 ,maximum accuracy: 0.844
k: 6 ,beta: 0.6 -----> mean: 0.8318 ,std: 0.0029 ,maximum accuracy: 0.838
k: 6 ,beta: 0.7 -----> mean: 0.8344 ,std: 0.0033 ,maximum accuracy: 0.839
k: 6 ,beta: 0.8 -----> mean: 0.8321 ,std: 0.0036 ,maximum accuracy: 0.838
k: 6 ,beta: 0.9 -----> mean: 0.8297 ,std: 0.0035 ,maximum accuracy: 0.834
k: 6 ,beta: 1.0 -----> mean: 0.8326 ,std: 0.0048 ,maximum accuracy: 0.84
k: 7 ,beta: 0.0 -----> mean: 0.7983 ,std: 0.0034 ,maximum accuracy: 0.803
k: 7 ,beta: 0.1 -----> mean: 0.8226 ,std: 0.0054 ,maximum accuracy: 0.834
k: 7 ,beta: 0.2 -----> mean: 0.8284 ,std: 0.0052 ,maximum accuracy: 0.836
k: 7 ,beta: 0.3 -----> mean: 0.836 ,std: 0.0025 ,maximum accuracy: 0.841
k: 7 ,beta: 0.4 -----> mean: 0.8406 ,std: 0.0034 ,maximum accuracy: 0.846
k: 7 ,beta: 0.5 -----> mean: 0.8432 ,std: 0.0045 ,maximum accuracy: 0.851
k: 7 ,beta: 0.6 -----> mean: 0.8413 ,std: 0.0032 ,maximum accuracy: 0.846
k: 7 ,beta: 0.7 -----> mean: 0.8369 ,std: 0.0033 ,maximum accuracy: 0.843
k: 7 ,beta: 0.8 -----> mean: 0.8345 ,std: 0.0038 ,maximum accuracy: 0.84
k: 7 ,beta: 0.9 -----> mean: 0.8374 ,std: 0.0027 ,maximum accuracy: 0.842
k: 7 ,beta: 1.0 -----> mean: 0.8366 ,std: 0.0038 ,maximum accuracy: 0.843
k: 8 ,beta: 0.0 -----> mean: 0.7986 ,std: 0.0035 ,maximum accuracy: 0.804
k: 8 ,beta: 0.1 -----> mean: 0.8199 ,std: 0.0039 ,maximum accuracy: 0.827
